"Make","Model","Cyl","Class","Trans","Fuel","City","Hwy"
"ACURA","ILX","4","C","AS5","Z",33,50
"ACURA","ILX","4","C","M6","Z",29,43
"ACURA","ILX HYBRID","4","C","AV7","Z",56,59
"ACURA","MDX AWD","6","SP","AS6","Z",21,29
"ACURA","RDX AWD","6","SP","AS6","Z",26,39
"ACURA","TL","6","M","AS6","Z",27,42
"ACURA","TL AWD","6","M","M6","Z",24,35
"ACURA","TL AWD","6","M","AS6","Z",25,37
"ACURA","TSX","4","C","M6","Z",29,42
"ACURA","TSX","4","C","AS5","Z",30,46
"ACURA","TSX","6","C","AS5","Z",26,40
"ACURA","ZDX AWD","6","SP","AS6","Z",22,32
"ASTON","MARTIN DB9","12","S","A6","Z",17,26
"ASTON","MARTIN V8 VANTAGE","8","T","AM7","Z",18,29
"ASTON","MARTIN V8 VANTAGE","8","T","M6","Z",17,27
"ASTON","MARTIN V8 VANTAGE S","8","T","AM7","Z",18,29
"ASTON","MARTIN V8 VANTAGE S","8","T","M6","Z",17,27
"AUDI","A3","4","W","AS6","Z",30,41
"AUDI","A3","4","W","M6","Z",27,42
"AUDI","A3 QUATTRO","4","W","AM6","Z",29,38
"AUDI","A3 TDI CLEAN DIESEL","4","W","AS6","D",42,60
"AUDI","A4","4","C","AV8","Z",33,46
"AUDI","A4 QUATTRO","4","C","AS8","Z",28,42
"AUDI","A4 QUATTRO","4","C","M6","Z",30,45
"AUDI","A5 CABRIOLET QUATTRO","4","S","AS8","Z",28,42
"AUDI","A5 QUATTRO","4","S","AS8","Z",28,42
"AUDI","A5 QUATTRO","4","S","M6","Z",30,45
"AUDI","A6 QUATTRO","4","M","AS8","Z",27,42
"AUDI","A6 QUATTRO","6","M","AS8","Z",25,39
"AUDI","A7 QUATTRO","6","M","AS8","Z",25,38
"AUDI","A8","6","M","AS8","Z",24,39
"AUDI","A8L","6","L","AS8","Z",23,37
"AUDI","A8L","8","L","AS8","Z",21,34
"AUDI","A8L","12","L","AS8","Z",17,26
"AUDI","ALLROAD QUATTRO","4","W","AS8","Z",27,38
"AUDI","Q5","4","SP","AS8","Z",27,39
"AUDI","Q5 HYBRID","4","SP","AS8","Z",33,41
"AUDI","Q7","6","SP","AS8","Z",21,30
"AUDI","Q7 TDI CLEAN DIESEL","6","SP","AS8","D",25,40
"AUDI","RS 5","8","S","AM7","Z",21,31
"AUDI","S4","6","C","AM7","Z",24,37
"AUDI","S4","6","C","M6","Z",22,34
"AUDI","S5","6","S","AM7","Z",24,37
"AUDI","S5","6","S","M6","Z",22,34
"AUDI","S5 CABRIOLET","6","S","AM7","Z",24,35
"AUDI","S6","8","M","AM7","Z",22,34
"AUDI","S7","8","M","AM7","Z",22,34
"AUDI","S8","8","M","AS8","Z",20,34
"AUDI","TT COUPE QUATTRO","4","S","AM6","Z",31,44
"AUDI","TT ROADSTER QUATTRO","4","T","AM6","Z",31,44
"AUDI","TT RS COUPE","5","S","M6","Z",23,35
"AUDI","TTS COUPE QUATTRO","4","S","AM6","Z",28,38
"AUDI","TTS ROADSTER QUATTRO","4","T","AM6","Z",28,38
"BENTLEY","CONTINENTAL FLYING SPUR","12","M","AM6","Z",15,25
"BENTLEY","CONTINENTAL GT","12","C","AS6","Z",15,25
"BENTLEY","CONTINENTAL GT","8","C","AS8","Z",20,34
"BENTLEY","CONTINENTAL GTC","8","S","AS8","Z",19,31
"BENTLEY","CONTINENTAL GTC","12","S","AM6","Z",15,25
"BENTLEY","CONTINENTAL SUPERSPORTS CONVERTIBLE","12","S","AM6","Z",15,25
"BENTLEY","MULSANNE","8","M","AS8","Z",14,22
"BMW","128i CABRIOLET","6","S","A6","Z",25,38
"BMW","128i CABRIOLET","6","S","M6","Z",26,40
"BMW","128i COUPE","6","S","A6","Z",25,42
"BMW","128i COUPE","6","S","M6","Z",26,40
"BMW","135i CABRIOLET","6","S","AM7","Z",24,36
"BMW","135i CABRIOLET","6","S","M6","Z",27,42
"BMW","135i COUPE","6","S","AM7","Z",24,36
"BMW","135i COUPE","6","S","M6","Z",27,40
"BMW","320i","4","C","A8","Z",33,54
"BMW","320i","4","C","M6","Z",32,52
"BMW","328i","4","C","A8","Z",33,51
"BMW","328i","4","C","M6","Z",31,50
"BMW","328i CABRIOLET","6","S","A6","Z",25,38
"BMW","328i CABRIOLET","6","S","M6","Z",23,38
"BMW","328i COUPE","6","S","A6","Z",25,42
"BMW","328i COUPE","6","S","M6","Z",26,40
"BMW","328i xDRIVE","4","C","A8","Z",31,47
"BMW","328i xDRIVE COUPE","6","S","A6","Z",24,36
"BMW","328i xDRIVE COUPE","6","S","M6","Z",23,37
"BMW","335i","6","C","A8","Z",31,47
"BMW","335i","6","C","M6","Z",27,42
"BMW","335i CABRIOLET","6","S","A6","Z",24,38
"BMW","335i CABRIOLET","6","S","M6","Z",27,42
"BMW","335i COUPE","6","S","A6","Z",24,38
"BMW","335i COUPE","6","S","M6","Z",27,42
"BMW","335i xDRIVE","6","C","A8","Z",29,45
"BMW","335i xDRIVE","6","C","M6","Z",26,39
"BMW","335i xDRIVE COUPE","6","S","A6","Z",25,38
"BMW","335i xDRIVE COUPE","6","S","M6","Z",26,39
"BMW","335is CABRIOLET","6","S","AM7","Z",23,33
"BMW","335is CABRIOLET","6","S","M6","Z",24,38
"BMW","335is COUPE","6","S","AM7","Z",23,33
"BMW","335is COUPE","6","S","M6","Z",24,38
"BMW","528i","4","M","A8","Z",33,50
"BMW","528i xDRIVE","4","M","A8","Z",31,47
"BMW","535i xDRIVE","6","M","A8","Z",29,43
"BMW","535i xDRIVE GRAN TURISMO","6","L","A8","Z",25,38
"BMW","550i xDRIVE","8","M","A8","Z",21,34
"BMW","550i xDRIVE GRAN TURISMO","8","L","A8","Z",22,34
"BMW","650i xDRIVE CABRIOLET","8","C","A8","Z",22,34
"BMW","650i xDRIVE COUPE","8","C","A8","Z",21,34
"BMW","650i xDRIVE GRAN COUPE","8","M","A8","Z",22,34
"BMW","740Li xDRIVE","6","L","A8","Z",25,38
"BMW","750i xDRIVE","8","L","A8","Z",22,34
"BMW","750Li xDRIVE","8","L","A8","Z",22,34
"BMW","760Li","12","L","A8","Z",17,29
"BMW","ACTIVEHYBRID 3","6","C","A8","Z",35,48
"BMW","ACTIVEHYBRID 5","6","M","A8","Z",31,43
"BMW","ACTIVEHYBRID 7L","6","L","A8","Z",30,43
"BMW","ALPINA B7 xDRIVE","8","L","A8","Z",22,34
"BMW","M3 CABRIOLET","8","S","AM7","Z",18,28
"BMW","M3 CABRIOLET","8","S","M6","Z",18,28
"BMW","M3 COUPE","8","S","AM7","Z",18,29
"BMW","M3 COUPE","8","S","M6","Z",19,29
"BMW","M5","8","M","AM7","Z",21,33
"BMW","M5","8","M","M6","Z",20,31
"BMW","M6 CABRIOLET","8","C","AM7","Z",21,33
"BMW","M6 CABRIOLET","8","C","M6","Z",20,31
"BMW","M6 COUPE","8","C","AM7","Z",21,33
"BMW","M6 COUPE","8","C","M6","Z",20,31
"BMW","X1 xDRIVE28i","4","SP","A8","Z",31,47
"BMW","X1 xDRIVE35i","6","SP","A6","Z",25,38
"BMW","X3 xDRIVE28i","4","SP","A8","Z",30,40
"BMW","X3 xDRIVE35i","6","SP","A8","Z",25,37
"BMW","X5 M","8","SP","A6","Z",16,24
"BMW","X5 xDRIVE35d","6","SP","A6","D",26,38
"BMW","X5 xDRIVE35i","6","SP","A8","Z",22,33
"BMW","X5 xDRIVE50i","8","SP","A8","Z",18,29
"BMW","X6 M","8","SP","A6","Z",16,24
"BMW","X6 xDRIVE35i","6","SP","A8","Z",22,33
"BMW","X6 xDRIVE50i","8","SP","A8","Z",18,29
"BMW","Z4 sDRIVE28i","4","T","A8","Z",30,48
"BMW","Z4 sDRIVE28i","4","T","M6","Z",31,50
"BMW","Z4 sDRIVE35i","6","T","AM7","Z",23,33
"BMW","Z4 sDRIVE35i","6","T","M6","Z",25,37
"BMW","Z4 sDRIVE35is","6","T","AM7","Z",23,33
"BUICK","ENCLAVE","6","SP","A6","X",22,34
"BUICK","ENCLAVE AWD","6","SP","A6","X",22,33
"BUICK","ENCORE","4","SP","AS6","X",34,47
"BUICK","ENCORE AWD","4","SP","AS6","X",32,42
"BUICK","LACROSSE","6","M","AS6","X",23,39
"BUICK","LACROSSE","6","M","AS6","E",17,27
"BUICK","LACROSSE AWD","6","M","AS6","X",22,36
"BUICK","LACROSSE AWD","6","M","AS6","E",16,26
"BUICK","LACROSSE eASSIST","4","M","AS6","X",34,52
"BUICK","REGAL","4","M","AS6","Z",25,41
"BUICK","REGAL","4","M","AS6","E",17,28
"BUICK","REGAL","4","M","M6","Z",27,46
"BUICK","REGAL","4","M","M6","E",20,32
"BUICK","REGAL eASSIST","4","M","AS6","X",34,52
"BUICK","REGAL GS","4","M","AS6","Z",26,38
"BUICK","REGAL GS","4","M","M6","Z",25,38
"BUICK","VERANO","4","C","AS6","Z",28,43
"BUICK","VERANO","4","C","M6","Z",28,45
"BUICK","VERANO","4","C","AS6","X",29,46
"BUICK","VERANO","4","C","AS6","E",20,33
"CADILLAC","ATS","4","C","AS6","Z",29,45
"CADILLAC","ATS","4","C","M6","Z",27,42
"CADILLAC","ATS","4","C","AS6","X",31,47
"CADILLAC","ATS","6","C","AS6","X",25,40
"CADILLAC","ATS","6","C","AS6","E",19,29
"CADILLAC","ATS AWD","4","C","AS6","Z",27,43
"CADILLAC","ATS AWD","6","C","AS6","X",24,38
"CADILLAC","ATS AWD","6","C","AS6","E",18,28
"CADILLAC","CTS","6","M","AS6","X",25,39
"CADILLAC","CTS","6","M","M6","X",21,37
"CADILLAC","CTS","6","M","AS6","X",25,42
"CADILLAC","CTS AWD","6","M","AS6","X",24,37
"CADILLAC","CTS AWD","6","M","AS6","X",24,38
"CADILLAC","CTS SPORT WAGON","6","W","AS6","X",24,37
"CADILLAC","CTS SPORT WAGON","6","W","AS6","X",24,38
"CADILLAC","CTS SPORT WAGON AWD","6","W","AS6","X",24,37
"CADILLAC","CTS SPORT WAGON AWD","6","W","AS6","X",24,38
"CADILLAC","CTS-V","8","M","AS6","Z",16,25
"CADILLAC","CTS-V","8","M","M6","Z",19,27
"CADILLAC","CTS-V SPORT WAGON","8","W","AS6","Z",16,25
"CADILLAC","CTS-V SPORT WAGON","8","W","M6","Z",19,27
"CADILLAC","ESCALADE AWD","8","SP","A6","Z",18,28
"CADILLAC","ESCALADE AWD","8","SP","A6","E",13,20
"CADILLAC","ESCALADE ESV AWD","8","SP","A6","Z",17,25
"CADILLAC","ESCALADE ESV AWD","8","SP","A6","E",12,18
"CADILLAC","ESCALADE HYBRID 4WD","8","SP","AV","X",27,33
"CADILLAC","SRX","6","SP","AS6","X",22,34
"CADILLAC","SRX","6","SP","AS6","E",17,25
"CADILLAC","SRX AWD","6","SP","AS6","X",21,32
"CADILLAC","SRX AWD","6","SP","AS6","E",16,24
"CADILLAC","XTS","6","L","AS6","X",23,39
"CADILLAC","XTS AWD","6","L","AS6","X",23,37
"CHEVROLET","AVALANCHE","8","PU","A6","X",20,30
"CHEVROLET","AVALANCHE","8","PU","A6","E",14,23
"CHEVROLET","AVALANCHE 4WD","8","PU","A6","X",20,30
"CHEVROLET","AVALANCHE 4WD","8","PU","A6","E",14,23
"CHEVROLET","CAMARO","6","C","AS6","X",25,42
"CHEVROLET","CAMARO","6","C","M6","X",23,40
"CHEVROLET","CAMARO 2LS","6","C","A6","X",25,43
"CHEVROLET","CAMARO SS","8","C","AS6","Z",21,34
"CHEVROLET","CAMARO SS","8","C","M6","Z",21,34
"CHEVROLET","CAMARO ZL1","8","C","AS6","Z",16,25
"CHEVROLET","CAMARO ZL1","8","C","M6","Z",19,27
"CHEVROLET","CORVETTE","8","T","AS6","Z",20,33
"CHEVROLET","CORVETTE","8","T","M6","Z",22,37
"CHEVROLET","CORVETTE Z06 / 427","8","T","M6","Z",20,34
"CHEVROLET","CORVETTE ZR1","8","T","M6","Z",19,30
"CHEVROLET","CRUZE","4","M","AS6","X",36,54
"CHEVROLET","CRUZE","4","M","M6","X",36,54
"CHEVROLET","CRUZE","4","M","AS6","X",31,50
"CHEVROLET","CRUZE","4","M","M6","X",34,52
"CHEVROLET","CRUZE ECO","4","M","A6","X",36,56
"CHEVROLET","CRUZE ECO","4","M","M6","X",39,61
"CHEVROLET","EQUINOX","4","SP","A6","X",31,46
"CHEVROLET","EQUINOX","6","SP","A6","X",23,35
"CHEVROLET","EQUINOX","6","SP","A6","E",17,25
"CHEVROLET","EQUINOX AWD","4","SP","A6","X",28,41
"CHEVROLET","EQUINOX AWD","6","SP","A6","X",21,34
"CHEVROLET","EQUINOX AWD","6","SP","A6","E",16,24
"CHEVROLET","EXPRESS 1500 CARGO","6","F","A4","X",20,28
"CHEVROLET","EXPRESS 1500 CARGO","8","F","A4","X",17,25
"CHEVROLET","EXPRESS 1500 CARGO","8","F","A4","E",13,19
"CHEVROLET","EXPRESS 1500 CARGO AWD","8","F","A4","X",17,23
"CHEVROLET","EXPRESS 1500 CARGO AWD","8","F","A4","E",12,17
"CHEVROLET","EXPRESS 1500 CARGO CONV","8","F","A4","X",17,24
"CHEVROLET","EXPRESS 1500 CARGO CONV","8","F","A4","E",13,18
"CHEVROLET","EXPRESS 1500 CARGO CONV AWD","8","F","A4","X",17,23
"CHEVROLET","EXPRESS 1500 CARGO CONV AWD","8","F","A4","E",12,17
"CHEVROLET","EXPRESS 1500 PASSENGER","8","F","A4","X",17,24
"CHEVROLET","EXPRESS 1500 PASSENGER","8","F","A4","E",13,18
"CHEVROLET","EXPRESS 1500 PASSENGER AWD","8","F","A4","X",17,23
"CHEVROLET","EXPRESS 1500 PASSENGER AWD","8","F","A4","E",12,17
"CHEVROLET","EXPRESS 2500 PASSENGER","8","F","A6","X",15,23
"CHEVROLET","EXPRESS 2500 PASSENGER","8","F","A6","E",11,17
"CHEVROLET","EXPRESS 2500 PASSENGER","8","F","A6","X",14,22
"CHEVROLET","EXPRESS 2500 PASSENGER","8","F","A6","E",10,16
"CHEVROLET","EXPRESS 3500 PASSENGER","8","F","A6","X",15,23
"CHEVROLET","EXPRESS 3500 PASSENGER","8","F","A6","E",11,17
"CHEVROLET","EXPRESS 3500 PASSENGER","8","F","A6","X",14,22
"CHEVROLET","EXPRESS 3500 PASSENGER","8","F","A6","E",10,16
"CHEVROLET","IMPALA","6","L","A6","X",24,42
"CHEVROLET","IMPALA","6","L","A6","E",18,32
"CHEVROLET","MALIBU","4","M","AS6","Z",28,43
"CHEVROLET","MALIBU","4","M","AS6","X",31,50
"CHEVROLET","MALIBU ECO","4","M","AS6","X",35,53
"CHEVROLET","ORLANDO","4","SP","AS6","X",26,39
"CHEVROLET","ORLANDO","4","SP","M6","X",27,40
"CHEVROLET","SILVERADO","6","PU","A4","X",20,28
"CHEVROLET","SILVERADO","8","PU","A4","X",19,27
"CHEVROLET","SILVERADO","8","PU","A4","E",14,20
"CHEVROLET","SILVERADO","8","PU","A6","X",20,30
"CHEVROLET","SILVERADO","8","PU","A6","E",14,23
"CHEVROLET","SILVERADO","8","PU","A6","Z",17,25
"CHEVROLET","SILVERADO","8","PU","A6","E",12,19
"CHEVROLET","SILVERADO 4WD","6","PU","A4","X",19,25
"CHEVROLET","SILVERADO 4WD","8","PU","A4","X",18,25
"CHEVROLET","SILVERADO 4WD","8","PU","A4","E",13,19
"CHEVROLET","SILVERADO 4WD","8","PU","A6","X",20,30
"CHEVROLET","SILVERADO 4WD","8","PU","A6","E",14,23
"CHEVROLET","SILVERADO 4WD","8","PU","A6","Z",16,25
"CHEVROLET","SILVERADO 4WD","8","PU","A6","E",12,18
"CHEVROLET","SILVERADO HYBRID","8","PU","AV","X",28,34
"CHEVROLET","SILVERADO HYBRID 4WD","8","PU","AV","X",28,33
"CHEVROLET","SILVERADO XFE","8","PU","A6","X",21,31
"CHEVROLET","SILVERADO XFE","8","PU","A6","E",15,23
"CHEVROLET","SONIC","4","C","AS6","X",37,51
"CHEVROLET","SONIC","4","C","M6","X",39,55
"CHEVROLET","SONIC","4","C","AS6","X",34,51
"CHEVROLET","SONIC","4","C","M5","X",37,50
"CHEVROLET","SONIC 5","4","M","AS6","X",37,51
"CHEVROLET","SONIC 5","4","M","M6","X",39,55
"CHEVROLET","SONIC 5","4","M","AS6","X",34,51
"CHEVROLET","SONIC 5","4","M","M5","X",37,50
"CHEVROLET","SONIC RS","4","M","AS6","X",34,48
"CHEVROLET","SONIC RS","4","M","M6","X",38,49
"CHEVROLET","SPARK","4","S","A4","X",40,54
"CHEVROLET","SPARK","4","S","M5","X",45,55
"CHEVROLET","SUBURBAN","8","SP","A6","X",20,30
"CHEVROLET","SUBURBAN","8","SP","A6","E",14,23
"CHEVROLET","SUBURBAN 4WD","8","SP","A6","X",20,30
"CHEVROLET","SUBURBAN 4WD","8","SP","A6","E",14,23
"CHEVROLET","SUBURBAN 4WD HD","8","SP","A6","X",14,22
"CHEVROLET","SUBURBAN HD","8","SP","A6","X",14,22
"CHEVROLET","TAHOE","8","SP","A6","X",20,30
"CHEVROLET","TAHOE","8","SP","A6","E",14,23
"CHEVROLET","TAHOE 4WD","8","SP","A6","X",20,30
"CHEVROLET","TAHOE 4WD","8","SP","A6","E",14,23
"CHEVROLET","TAHOE HYBRID","8","SP","AV","X",28,34
"CHEVROLET","TAHOE HYBRID 4WD","8","SP","AV","X",28,33
"CHEVROLET","TRAVERSE","6","SP","A6","X",22,34
"CHEVROLET","TRAVERSE AWD","6","SP","A6","X",22,33
"CHEVROLET","TRAX","4","SP","AS6","X",35,48
"CHEVROLET","TRAX","4","SP","M6","X",36,50
"CHEVROLET","TRAX AWD","4","SP","AS6","X",32,43
"CHRYSLER","200 CONVERTIBLE","4","C","A4","X",27,41
"CHRYSLER","200 CONVERTIBLE","4","C","A6","X",24,39
"CHRYSLER","200 CONVERTIBLE FFV","6","C","A6","E",18,30
"CHRYSLER","200 CONVERTIBLE FFV","6","C","A6","X",26,42
"CHRYSLER","200 SEDAN","4","M","A4","X",28,41
"CHRYSLER","200 SEDAN","4","M","A6","X",27,43
"CHRYSLER","200 SEDAN FFV","6","M","A6","E",18,30
"CHRYSLER","200 SEDAN FFV","6","M","A6","X",26,42
"CHRYSLER","300","6","L","A8","X",26,44
"CHRYSLER","300 (FuelSaver MDS)","8","L","A5","X",21,35
"CHRYSLER","300 AWD","6","L","A8","X",25,39
"CHRYSLER","300 AWD (FuelSaver MDS)","8","L","A5","X",20,33
"CHRYSLER","300 AWD FFV","6","L","A8","E",18,28
"CHRYSLER","300 AWD FFV","6","L","A8","X",25,39
"CHRYSLER","300 FFV","6","L","A8","E",19,32
"CHRYSLER","300 FFV","6","L","A8","X",26,44
"CHRYSLER","300 SRT (FuelSaver MDS)","8","L","A5","Z",19,32
"CHRYSLER","TOWN AND COUNTRY FFV","6","V","A6","E",16,25
"CHRYSLER","TOWN AND COUNTRY FFV","6","V","A6","X",23,35
"DODGE","AVENGER","4","M","A4","X",28,41
"DODGE","AVENGER","4","M","A6","X",27,43
"DODGE","AVENGER FFV","6","M","A6","E",18,30
"DODGE","AVENGER FFV","6","M","A6","X",26,42
"DODGE","CHALLENGER","6","C","A5","X",24,39
"DODGE","CHALLENGER","8","C","M6","X",20,33
"DODGE","CHALLENGER (FuelSaver MDS)","8","C","A5","X",21,35
"DODGE","CHALLENGER SRT","8","C","M6","Z",19,32
"DODGE","CHALLENGER SRT (FuelSaver MDS)","8","C","A5","Z",19,32
"DODGE","CHARGER","6","L","A5","X",24,39
"DODGE","CHARGER","6","L","A8","X",26,44
"DODGE","CHARGER (FuelSaver MDS)","8","L","A5","X",21,35
"DODGE","CHARGER AWD","6","L","A8","X",25,39
"DODGE","CHARGER AWD (FuelSaver MDS)","8","L","A5","X",20,33
"DODGE","CHARGER AWD FFV","6","L","A8","E",18,28
"DODGE","CHARGER AWD FFV","6","L","A8","X",25,39
"DODGE","CHARGER FFV","6","L","A5","E",17,26
"DODGE","CHARGER FFV","6","L","A8","E",19,32
"DODGE","CHARGER FFV","6","L","A5","X",24,39
"DODGE","CHARGER FFV","6","L","A8","X",26,44
"DODGE","CHARGER SRT (FuelSaver MDS)","8","L","A5","Z",19,32
"DODGE","DART","4","M","A6","X",33,49
"DODGE","DART","4","M","M6","X",35,52
"DODGE","DART","4","M","A6","X",32,43
"DODGE","DART","4","M","M6","X",32,48
"DODGE","DART FFV","4","M","A6","E",22,34
"DODGE","DART FFV","4","M","A6","X",33,49
"DODGE","DART TURBO","4","M","AM6","X",38,53
"DODGE","DART TURBO","4","M","M6","X",38,58
"DODGE","DART TURBO AERO","4","M","AM6","X",39,58
"DODGE","DART TURBO AERO","4","M","M6","X",39,59
"DODGE","DURANGO AWD (FuelSaver MDS)","8","SP","A6","X",17,28
"DODGE","DURANGO AWD FFV","6","SP","A5","E",16,24
"DODGE","DURANGO AWD FFV","6","SP","A5","X",22,32
"DODGE","GRAND CARAVAN FFV","6","V","A6","E",16,25
"DODGE","GRAND CARAVAN FFV","6","V","A6","X",23,36
"DODGE","JOURNEY","4","SP","A4","X",25,37
"DODGE","JOURNEY AWD","6","SP","A6","X",22,34
"DODGE","JOURNEY FFV","6","SP","A6","E",17,26
"DODGE","JOURNEY FFV","6","SP","A6","X",22,36
"FIAT","500 ABARTH","4","S","M5","X",40,50
"FIAT","500 ABARTH CABRIO","4","S","M5","X",40,50
"FIAT","500 CABRIO","4","S","A6","X",38,50
"FIAT","500 CABRIO","4","S","M5","X",42,54
